name,clear_path,blacked_path,description
scrafty,./gifs/clear/scrafty.gif,./gifs/blacked/scrafty.gif,"Scrafty' is the 66th Pokémon in the Unova Pokédex. It is a Dark/Fighting Type, and it is known as the Hoodlum Pokémon."
scraggy,./gifs/clear/scraggy.gif,./gifs/blacked/scraggy.gif,"Scraggy' is the 65th Pokémon in the Unova Pokédex. It is a Dark/Fighting Type, and it is known as the Shedding Pokémon."
seadra,./gifs/clear/seadra.gif,./gifs/blacked/seadra.gif,"Seadra is the 117th Pokémon in the Pokédex. It is a Water Type, and is known as the Dragon Pokémon."
sealeo,./gifs/clear/sealeo.gif,./gifs/blacked/sealeo.gif,"Sealeo is the 174th Pokémon in the Hoenn Pokédex. It is a Water/Ice Type, and it is known as the Ball Roll Pokémon."
seedot,./gifs/clear/seedot.gif,./gifs/blacked/seedot.gif,"Seedot is the 22nd Pokémon in the Hoenn Pokédex. It is a Grass Type, and is classified as the Acorn Pokémon."
seel,./gifs/clear/seel.gif,./gifs/blacked/seel.gif,"Seel is the 86th Pokémon in the Pokédex. It is a Water-Type, and is known as the Sea Lion Pokémon."
seismitoad,./gifs/clear/seismitoad.gif,./gifs/blacked/seismitoad.gif,"Seismitoad is the 43rd Pokémon in the Unova Pokédex. It is a Water/Ground type, and it is known as the Vibration Pokémon."
sentret,./gifs/clear/sentret.gif,./gifs/blacked/sentret.gif,"Sentret, the Scout Pokémon, is the first stage in the evolutionary chain of the Generation II Normal type, Furret. It is the tenth Pokémon in the Johto Pokédex."
serperior,./gifs/clear/serperior.gif,./gifs/blacked/serperior.gif,"Serperior is the third Pokémon in the Unova Pokédex. It is a Grass Type, and it is known as the Regal Pokémon."
servine,./gifs/clear/servine.gif,./gifs/blacked/servine.gif,"Servine is the second Pokémon in the Unova Pokédex. It is a Grass Type, and it is known as the Grass Snake Pokémon."
seviper,./gifs/clear/seviper.gif,./gifs/blacked/seviper.gif,"Seviper is the 124th Pokémon in the Hoenn Pokédex. It is a Poison-Type, and it is known as the Fang Snake Pokémon."
sewaddle,./gifs/clear/sewaddle.gif,./gifs/blacked/sewaddle.gif,"Sewaddle is the 46th Pokémon in the Unova Pokédex. It is a Bug/Grass type, and it is known as the Sewing Pokémon."
sharpedo,./gifs/clear/sharpedo.gif,./gifs/blacked/sharpedo.gif,"Sharpedo is the 98th Pokémon in the Hoenn Pokédex. It is a Water/Dark Type, and is known as the Brutal Pokémon."
shaymin,./gifs/clear/shaymin.gif,./gifs/blacked/shaymin.gif,"Shaymin is the 492nd Pokémon in the Pokédex. It is a Grass-Type or a Grass/Flying-Type, and is known as the Gratitude Pokémon."
shedinja,./gifs/clear/shedinja.gif,./gifs/blacked/shedinja.gif,"Shedinja is the 44th Pokémon in the Hoenn Pokédex. It is a Bug/Ghost Type, and it is known as the Shed Pokémon."
shelgon,./gifs/clear/shelgon.gif,./gifs/blacked/shelgon.gif,"Shelgon is the 188th Pokémon in the Hoenn Pokédex. It is a Dragon type, and is known as the Endurance Pokémon."
shellder,./gifs/clear/shellder.gif,./gifs/blacked/shellder.gif,"Shellder is the 90th Pokémon in the Pokédex. It is a Water-Type, and it is known as the Bivalve Pokémon."
shellos,./gifs/clear/shellos.gif,./gifs/blacked/shellos.gif,"Shellos is the 60th Pokémon in the Sinnoh Pokédex. It is a Water-Type, and is known as the Sea Slug Pokémon."
shelmet,./gifs/clear/shelmet.gif,./gifs/blacked/shelmet.gif,"Shelmet is the 122nd Pokémon in the Unova Pokédex. It is a Bug Type, and it is known as the Snail Pokémon."
shieldon,./gifs/clear/shieldon.gif,./gifs/blacked/shieldon.gif,"Shieldon is the 38th Pokémon in the Sinnoh Pokédex. It is a Rock/Steel Type, and it is known as the Shield Pokémon."
shiftry,./gifs/clear/shiftry.gif,./gifs/blacked/shiftry.gif,"Shiftry is the 24th Pokémon in the Hoenn Pokédex. It is a Grass/Dark Type, and is classified as the Wicked Pokémon."
shiinotic,./gifs/clear/shiinotic.gif,./gifs/blacked/shiinotic.gif,"Shiinotic is the 146th Pokémon in the Alola Pokédex. It is a Grass/Fairy type, and is known as the Illuminating Pokémon."
shinx,./gifs/clear/shinx.gif,./gifs/blacked/shinx.gif,"Shinx is the 17th Pokémon in the Sinnoh Pokédex. It is an Electric-Type, and is known as the Flash Pokémon."
shroomish,./gifs/clear/shroomish.gif,./gifs/blacked/shroomish.gif,"Shroomish is the 34th Pokémon in the Hoenn Pokédex. It is a Grass Type, and it is known as the Mushroom Pokémon."
shuckle,./gifs/clear/shuckle.gif,./gifs/blacked/shuckle.gif,Shuckle is a bug and rock type Pokémon introduced in Generation II. It does not have any other Pokémon in its evolutionary chain.
shuppet,./gifs/clear/shuppet.gif,./gifs/blacked/shuppet.gif,"Shuppet is the 146th Pokémon in the Hoenn Pokédex. It is a Ghost type, and is known as the Puppet Pokémon."
sigilyph,./gifs/clear/sigilyph.gif,./gifs/blacked/sigilyph.gif,"Sigilyph is the 67th Pokémon in the Unova Pokédex. It is a Psychic/Flying Type, and it is known as the Avianoid Pokémon."
silcoon,./gifs/clear/silcoon.gif,./gifs/blacked/silcoon.gif,"Silcoon is the 15th Pokémon in the Hoenn Pokédex. It is a Bug Type, and is classified as a Cocoon Pokémon."
silicobra,./gifs/clear/silicobra.gif,./gifs/blacked/silicobra.gif,"Silicobra is the 312th Pokémon in the Galar Pokédex. It is a Ground-type, and is known as the Sand Snake Pokémon."
silvally,./gifs/clear/silvally.gif,./gifs/blacked/silvally.gif,"Silvally is the 204th Pokémon in the Alola Pokédex. It is a Normal type, and is known as the Synthetic Pokémon."
simipour,./gifs/clear/simipour.gif,./gifs/blacked/simipour.gif,"Simipour is the 22nd Pokémon in the Unova Pokédex. It is a Water Type, and it is known as the Drainage Pokémon."
simisage,./gifs/clear/simisage.gif,./gifs/blacked/simisage.gif,"Simisage is the 18th Pokémon in the Unova Pokédex. It is a Grass Type, and it is known as the Thorn Monkey Pokémon."
simisear,./gifs/clear/simisear.gif,./gifs/blacked/simisear.gif,"Simisear is the 20th Pokémon in the Unova Pokédex. It is a Fire Type, and it is known as the Ember Pokémon."
sinistea,./gifs/clear/sinistea.gif,./gifs/blacked/sinistea.gif,"Sinistea is the 335th Pokémon in the Galar Pokédex. It is a Ghost-type, and is known as the Black Tea Pokémon."
sirfetchd,./gifs/clear/sirfetchd.gif,./gifs/blacked/sirfetchd.gif,"Sirfetch'd is the 219th Pokémon in the Galar Pokédex. It is a Fighting-Type, and is known as the Wild Duck Pokémon."
sizzlipede,./gifs/clear/sizzlipede.gif,./gifs/blacked/sizzlipede.gif,"Sizzlipede is the 159th Pokémon in the Galar Pokédex. It is a Fire/Bug-type, and is known as the Radiator Pokémon."
skarmory,./gifs/clear/skarmory.gif,./gifs/blacked/skarmory.gif,"Skarmory is the 198th Pokémon in the Johto Pokédex. It is a Steel/Flying type, and is known as the Armor Bird Pokémon."
skiddo,./gifs/clear/skiddo.gif,./gifs/blacked/skiddo.gif,"Skiddo is the 89th Pokémon in the Kalos Central Pokédex. It is a Grass-Type, and is known as the Mount Pokémon."
skiploom,./gifs/clear/skiploom.gif,./gifs/blacked/skiploom.gif,"Skiploom is a Grass/Flying type Pokémon introduced in Generation 2. It spreads its petals to absorb sunlight."
skitty,./gifs/clear/skitty.gif,./gifs/blacked/skitty.gif,"Skitty is the 61st Pokémon in the Hoenn Pokédex. It is a Normal Type, and is known as the Kitten Pokémon."
skorupi,./gifs/clear/skorupi.gif,./gifs/blacked/skorupi.gif,"Skorupi is the 127th Pokémon in the Sinnoh Pokédex. It is a Poison/Bug Type, and is known as the Scorpion Pokémon."
skrelp,./gifs/clear/skrelp.gif,./gifs/blacked/skrelp.gif,"Skrelp the 30th Pokémon in the Kalos Coastal Pokédex. It is a Poison/Water-Type, and is known as the Mock Kelp Pokémon."
skuntank,./gifs/clear/skuntank.gif,./gifs/blacked/skuntank.gif,"Skuntank is the 85th Pokémon in the Sinnoh Pokédex. It is a Poison/Dark-Type, and is known as the Skunk Pokémon."
skwovet,./gifs/clear/skwovet.gif,./gifs/blacked/skwovet.gif,"Skwovet is the 24th Pokémon in the Galar Pokédex. It is a Normal-type, and is known as the Cheeky Pokémon."
slaking,./gifs/clear/slaking.gif,./gifs/blacked/slaking.gif,"Slaking is the 38th Pokémon in the Hoenn Pokédex. It is a Normal Type, and it is known as the Lazy Pokémon."
slakoth,./gifs/clear/slakoth.gif,./gifs/blacked/slakoth.gif,"Slakoth is the 36th Pokémon in the Hoenn Pokédex. It is a Normal Type, and it is known as the Slacker Pokémon."
sliggoo,./gifs/clear/sliggoo.gif,./gifs/blacked/sliggoo.gif,"Sliggoo is the 20th Pokémon in the Kalos Mountain Pokédex. It is a Dragon-Type, and is known as the Soft Tissue Pokémon."
slowbro-galar,./gifs/clear/slowbro-galar.gif,./gifs/blacked/slowbro-galar.gif,"Galarian Slowbro is a Poison and Psychic Type, If this Pokémon squeezes the tongue of the Shellder biting it, the Shellder will launch a toxic liquid from the tip of its shell."
slowbro-mega,./gifs/clear/slowbro-mega.gif,./gifs/blacked/slowbro-mega.gif,"Mega Slowbro is a Mega Evolved Pokémon introduced in Omega Ruby and Alpha Sapphire, using the Mega Stone to reach this form from Slowbro."
slowbro,./gifs/clear/slowbro.gif,./gifs/blacked/slowbro.gif,"Slowbro is the 80th Pokémon in the Pokédex. It is a Water/Psychic-Type, and is known as the Hermit Crab Pokémon."
slowking,./gifs/clear/slowking.gif,./gifs/blacked/slowking.gif,"Slowking is the 82nd Pokémon in the Johto Pokédex. It is a Water/Psychic-Type, and is known as the Royal Pokémon."
slowpoke-galar,./gifs/clear/slowpoke-galar.gif,./gifs/blacked/slowpoke-galar.gif,"Galarian Slowpoke is a Psychic Type Pokémon. They spend their days wallowing on seashores and riverbanks without thinking about anything in particular."
slowpoke,./gifs/clear/slowpoke.gif,./gifs/blacked/slowpoke.gif,"Slowpoke the 79th Pokémon in the Pokédex. It is a Water/Psychic-Type, and is known as the Dopey Pokémon."
slugma,./gifs/clear/slugma.gif,./gifs/blacked/slugma.gif,Slugma is a fire type Pokemon that evolves into Magcargo when it reaches level 38. It has been introduced in Generation II at the National Dex number 218. Slugma is commonly used for egg hatching since it has the special abilties Magma Armor and Flame Body which heat up the eggs and make them hatch faster.
slurpuff,./gifs/clear/slurpuff.gif,./gifs/blacked/slurpuff.gif,"Slurpuff the 132nd Pokémon in the Kalos Central Pokédex. It is a Fairy-Type, and is known as the Meringue Pokémon."
smeargle,./gifs/clear/smeargle.gif,./gifs/blacked/smeargle.gif,"Smeargle is the 157th Pokémon in the Johto Pokédex. It is a Normal-Type, and is known as the Painter Pokémon."
smoochum,./gifs/clear/smoochum.gif,./gifs/blacked/smoochum.gif,Smoochum is an ice and psychic-type Pokémon introduced in Generation II. It evolves into Jynx at level 30.
sneasel,./gifs/clear/sneasel.gif,./gifs/blacked/sneasel.gif,"Sneasel is the 213th Pokémon in the Johto Pokédex. It is a Dark/Ice-Type, and is known as the Sharp Claw Pokémon."
snivy,./gifs/clear/snivy.gif,./gifs/blacked/snivy.gif,"Snivy is the first Pokémon in the Unova Pokédex. It is a Grass Type, and it is known as the Grass Snake Pokémon."
snom,./gifs/clear/snom.gif,./gifs/blacked/snom.gif,"Snom is the 349th Pokémon in the Galar Pokédex. It is an Bug/Ice-type, and is known as the Worm Pokémon."
snorlax-gigantamax,./gifs/clear/snorlax-gigantamax.gif,./gifs/blacked/snorlax-gigantamax.gif,"When Snorlax is Gigantamaxed, its Normal-type attacks will be transformed into G-Max Replenish. G-Max Replenish doesn’t merely deal damage to targets—it can also restore any Berries that Gigantamax Snorlax’s allies have eaten during the battle!"
snorlax,./gifs/clear/snorlax.gif,./gifs/blacked/snorlax.gif,"Snorlax is the 143rd Pokémon in the Pokédex. It is a Normal Type, and is known as the Gluttony Pokémon."
snorunt,./gifs/clear/snorunt.gif,./gifs/blacked/snorunt.gif,"Snorunt is the 171st Pokémon in the Hoenn Pokédex. It is an Ice-Type, and it is known as the Snow Hat Pokémon."
snover,./gifs/clear/snover.gif,./gifs/blacked/snover.gif,"Snover is the 142nd Pokémon in the Sinnoh Pokédex. It is a Grass/Ice Type, and is known as the Frost Tree Pokémon."
snubbull,./gifs/clear/snubbull.gif,./gifs/blacked/snubbull.gif,"Snubbull is the 123rd Pokémon in the Johto Pokédex. It is a Fairy-Type, formerly Normal-Type, and is known as the Fairy Pokémon."
sobble,./gifs/clear/sobble.gif,./gifs/blacked/sobble.gif,"Sobble is the 7th Pokémon in the Galar Pokédex, and is one of the Starter Pokémon of the Galar region. It is a Water-type, and is known as the Water Lizard Pokémon."
solgaleo,./gifs/clear/solgaleo.gif,./gifs/blacked/solgaleo.gif,"Solgaleo is the 291st Pokémon in the Alola Pokédex. It is a Psychic/Steel type, and is known as the Sunne Pokémon."
solosis,./gifs/clear/solosis.gif,./gifs/blacked/solosis.gif,"Solosis is the 83rd Pokémon in the Unova Pokédex. It is a Psychic-Type, and it is known as the Cell Pokémon."
solrock,./gifs/clear/solrock.gif,./gifs/blacked/solrock.gif,"Solrock is the 126th Pokémon in the Hoenn Pokédex. It is a Rock/Psychic-Type, and it is known as the Meteorite Pokémon."
spearow,./gifs/clear/spearow.gif,./gifs/blacked/spearow.gif,"Spearow is the 21st Pokémon in the Pokédex. It is a Normal/Flying type, and is known as the Tiny Bird Pokémon."
spewpa,./gifs/clear/spewpa.gif,./gifs/blacked/spewpa.gif,"Spewpa is the 21st Pokémon in the Kalos Central Pokédex. It is a Bug-Type, and it is known as the Scatterdust Pokémon."
spheal,./gifs/clear/spheal.gif,./gifs/blacked/spheal.gif,"Spheal is the 173rd Pokémon in the Hoenn Pokédex. It is a Water/Ice Type, and it is known as the Clap Pokémon."
spinda,./gifs/clear/spinda.gif,./gifs/blacked/spinda.gif,"Spinda is the 114th Pokémon in the Hoenn Pokédex. It is a Normal-Type, and it is known as the Soft Panda Pokémon."
spiritomb,./gifs/clear/spiritomb.gif,./gifs/blacked/spiritomb.gif,"Spiritomb is the 108th Pokémon in the Sinnoh Pokédex. It is a Ghost/Dark-Type, and is known as the Forbidden Pokémon."
spoink,./gifs/clear/spoink.gif,./gifs/blacked/spoink.gif,"Spoink is the 110th Pokémon in the Hoenn Pokédex. It is a Psychic-Type, and it is known as the Bounce Pokémon."
spritzee,./gifs/clear/spritzee.gif,./gifs/blacked/spritzee.gif,"Spritzee is the 129th Pokémon in the Kalos Central Pokédex. It is a Fairy-Type, and is known as the Perfume Pokémon."
squirtle,./gifs/clear/squirtle.gif,./gifs/blacked/squirtle.gif,"Squirtle is the seventh Pokémon in the Pokédex. It is a Water Type, and it is known as the Tiny Turtle Pokemon."
stantler,./gifs/clear/stantler.gif,./gifs/blacked/stantler.gif,Stantler is a normal-type Pokémon introduces in Generation II. It has no evolution or pre-evolution.
staraptor,./gifs/clear/staraptor.gif,./gifs/blacked/staraptor.gif,"Staraptor is the 12th Pokémon in the Sinnoh Pokédex. It is a Normal/Flying Type, and it is known as the Predator Pokémon."
staravia,./gifs/clear/staravia.gif,./gifs/blacked/staravia.gif,"Staravia is the 11th Pokémon in the Sinnoh Pokédex. It is a Normal/Flying Type, and it is known as the Starling Pokémon."
starly,./gifs/clear/starly.gif,./gifs/blacked/starly.gif,"Starly is the tenth Pokémon in the Sinnoh Pokédex. It is a Normal/Flying Type, and it is known as the Starling Pokémon."
starmie,./gifs/clear/starmie.gif,./gifs/blacked/starmie.gif,"Starmie is the 121st Pokémon in the Pokédex. It is a Water/Psychic-Type, and is known as the Mysterious Pokémon."
staryu,./gifs/clear/staryu.gif,./gifs/blacked/staryu.gif,"Staryu is the 120th Pokémon in the Pokédex. It is a Water-Type, and is known as the Starshape Pokémon."
steelix-mega,./gifs/clear/steelix-mega.gif,./gifs/blacked/steelix-mega.gif,"Mega Steelix, the Mega Evolution of Steelix activated by using Mega Stone, was discovered in the Japanese demos of Pokémon Omega Ruby and Pokémon Alpha Sapphire. It retains its Steel and Ground-typings."
steelix,./gifs/clear/steelix.gif,./gifs/blacked/steelix.gif,"Steelix is the 63rd Pokémon in the Johto Pokédex. It is a Steel/Ground-Type, and is known as the Iron Snake Pokémon."
steenee,./gifs/clear/steenee.gif,./gifs/blacked/steenee.gif,"Steenee is the 172nd Pokémon in the Alola Pokédex. It is a Grass type, and is known as the Fruit Pokémon."
stonjourner,./gifs/clear/stonjourner.gif,./gifs/blacked/stonjourner.gif,"Stonjourner is the 369th Pokémon in the Galar Pokédex. It is an Rock-type, and is known as the Big Rock Pokémon."
stoutland,./gifs/clear/stoutland.gif,./gifs/blacked/stoutland.gif,"Stoutland is the 14th Pokémon in the Unova Pokédex. It is a Normal Type, and it is known as the Big-Hearted Pokémon."
stufful,./gifs/clear/stufful.gif,./gifs/blacked/stufful.gif,"Stufful is the 169th Pokémon in the Alola Pokédex. It is a Normal/Fighting type, and is known as the Flailing Pokémon."
stunfisk-galar,./gifs/clear/stunfisk-galar.gif,./gifs/blacked/stunfisk-galar.gif,"Galarian Stunfisk is a Ground and Steel Type. It’s conspicuous lips lure prey in as it lies in wait in the mud. When prey gets close, Stunfisk clamps its jagged steel fins down on them."
stunfisk,./gifs/clear/stunfisk.gif,./gifs/blacked/stunfisk.gif,"Stunfisk is the 124th Pokémon in the Unova Pokédex. It is an Electric/Ground Type, and it is known as the Trap Pokémon. Stunfisk is the only known Pokémon with this typing classification."
stunky,./gifs/clear/stunky.gif,./gifs/blacked/stunky.gif,"Stunky is the 84th Pokémon in the Sinnoh Pokédex. It is a Poison/Dark-Type, and is known as the Skunk Pokémon."
sudowoodo,./gifs/clear/sudowoodo.gif,./gifs/blacked/sudowoodo.gif,"Sudowoodo is the 107th Pokémon in the Johto Pokédex. It is a Rock-Type, and is known as the Imitation Pokémon."
suicune,./gifs/clear/suicune.gif,./gifs/blacked/suicune.gif,"Suicune is a Water type Pokemon which, was introduced during Generation II. It is one of the three Legendary Beasts, along with Entei and Raikou. It made its debut in Pokemon Gold and Pokemon Silver."
sunflora,./gifs/clear/sunflora.gif,./gifs/blacked/sunflora.gif,"Sunflora is the 104th Pokémon in the Johto Pokédex, and the 192nd Pokémon in the National Pokédex. It is a Grass-Type, and it is known as the Sun Pokémon."
sunkern,./gifs/clear/sunkern.gif,./gifs/blacked/sunkern.gif,"Sunkern is the 103rd Pokémon in the Johto Pokédex, and the 191st Pokémon in the National Pokédex. It is a Grass Type, and it is known as the Seed Pokémon."
surskit,./gifs/clear/surskit.gif,./gifs/blacked/surskit.gif,"Surskit is the 32nd Pokémon in the Hoenn Pokédex. It is a Bug/Water Type, and it is known as the Pond Skater Pokémon."
swablu,./gifs/clear/swablu.gif,./gifs/blacked/swablu.gif,"Swablu is the 121st Pokémon in the Hoenn Pokédex. It is a Normal/Flying-Type, and it is known as the Cotton Bird Pokémon."
swadloon,./gifs/clear/swadloon.gif,./gifs/blacked/swadloon.gif,"Swadloon is the 47th Pokémon in the Unova Pokédex. It is a Bug/Grass type, and it is known as the Leaf-Wrapped Pokémon."
swalot,./gifs/clear/swalot.gif,./gifs/blacked/swalot.gif,"Swalot is the 96th Pokémon in the Hoenn Pokédex. It is a Poison Type, and is known as the Poison Bag Pokémon."
swampert-mega,./gifs/clear/swampert-mega.gif,./gifs/blacked/swampert-mega.gif,Mega Swampert is a Water/Ground-Type Mega Evolution that made its debut in Pokémon Omega Ruby and Alpha Sapphire.
swampert,./gifs/clear/swampert.gif,./gifs/blacked/swampert.gif,"Swampert is the 9th Pokémon in the Hoenn Pokédex. It is a Water/Ground Type, and is known as the Mud Fish Pokémon."
swanna,./gifs/clear/swanna.gif,./gifs/blacked/swanna.gif,"Swanna is the 87th Pokémon in the Unova Pokédex. It is a Water/Flying-Type, and it is known as the White Bird Pokémon."
swellow,./gifs/clear/swellow.gif,./gifs/blacked/swellow.gif,"Swellow is the 26th Pokémon in the Hoenn Pokédex. It is a Normal/Flying Type, and is classified as the Swallow Pokémon."
swinub,./gifs/clear/swinub.gif,./gifs/blacked/swinub.gif,"Swinub is the 195th Pokémon in the Johto Pokédex. It is an Ice/Ground Type, and is known as the Pig Pokémon."
swirlix,./gifs/clear/swirlix.gif,./gifs/blacked/swirlix.gif,"Swirlix is the 131st Pokémon in the Kalos Central Pokédex. It is a Fairy-Type, and is known as the Cotton Candy Pokémon."
swoobat,./gifs/clear/swoobat.gif,./gifs/blacked/swoobat.gif,"Swoobat is the 34th Pokémon in the Unova Pokédex. It is a Psychic/Flying-Type, and it is known as the Courting Pokémon."
sylveon,./gifs/clear/sylveon.gif,./gifs/blacked/sylveon.gif,"Sylveon is the 85th Pokémon in the Kalos Coastal Pokédex. It is a Fairy-Type, and is known as the Intertwining Pokémon."
taillow,./gifs/clear/taillow.gif,./gifs/blacked/taillow.gif,"Taillow is the 25th Pokémon in the Hoenn Pokédex. It is a Normal/Flying Type, and is classified as the TinySwallow Pokémon."
talonflame,./gifs/clear/talonflame.gif,./gifs/blacked/talonflame.gif,"Talonflame is the 16th Pokémon in the Kalos Central Pokédex. It is a Fire/Flying-Type, and is known as the Scorching Pokémon."
tangela,./gifs/clear/tangela.gif,./gifs/blacked/tangela.gif,"Tangela is the 114th Pokémon in the Pokédex. It is a Grass-Type, and is known as the Vine Pokémon."
tangrowth,./gifs/clear/tangrowth.gif,./gifs/blacked/tangrowth.gif,"Tangrowth is the 182nd Pokémon in the Sinnoh Pokédex. It is a Grass-Type, and is known as the Vine Pokémon."
tapu-bulu,./gifs/clear/tapu-bulu.gif,./gifs/blacked/tapu-bulu.gif,"Tapu Bulu is the 287th Pokémon in the Alola Pokédex. It is a Grass/Fairy type, and is known as the Land Spirit Pokémon. It is one of the Guardian Deities of Alola, and watches over Ula'ula Island."
tapu-fini,./gifs/clear/tapu-fini.gif,./gifs/blacked/tapu-fini.gif,"Tapu Fini is the 288th Pokémon in the Alola Pokédex. It is a Water/Fairy type, and is known as the Land Spirit Pokémon. It is one of the Guardian Deities of Alola, and watches over Poni Island."
tapu-koko,./gifs/clear/tapu-koko.gif,./gifs/blacked/tapu-koko.gif,"Tapu Koko is the 285th Pokémon in the Alola Pokédex. It is an Electric/Fairy type, and is known as the Land Spirit Pokémon. It is one of the Guardian Deities of Alola, and watches over Melemele Island."
tapu-lele,./gifs/clear/tapu-lele.gif,./gifs/blacked/tapu-lele.gif,"Tapu Lele is the 286th Pokémon in the Alola Pokédex. It is a Psychic/Fairy type, and is known as the Land Spirit Pokémon. It is one of the Guardian Deities of Alola, and watches over Akala Island."
tauros,./gifs/clear/tauros.gif,./gifs/blacked/tauros.gif,"Tauros is the 128th Pokémon in the Pokédex. It is a Normal type, and is known as the Wild Bull Pokémon."
teddiursa,./gifs/clear/teddiursa.gif,./gifs/blacked/teddiursa.gif,"Teddiursa is a Normal-type Pokémon that resembles a bear and evolves into Ursaring starting at level 30. This Pokémon has been introduced in Generation II, at the NationalDex number 216. Teddiursa has a large appetite and since they find it harder to find food in the winter they gather plenty of food so they can last through that season. They are very smart and usually steal food, if Teddiursa feels threatend it goes to Ursaring for protection."
tentacool,./gifs/clear/tentacool.gif,./gifs/blacked/tentacool.gif,"Tentacool is the 72nd Pokémon in the Pokédex. It is a Water/Poison-Type, and is known as the Jellyfish Pokémon."
tentacruel,./gifs/clear/tentacruel.gif,./gifs/blacked/tentacruel.gif,"Tentacruel is the 73rd Pokémon in the Pokédex. It is a Water/Poison-Type, and is known as the Jellyfish Pokémon."
tepig,./gifs/clear/tepig.gif,./gifs/blacked/tepig.gif,"Tepig is the fourth Pokémon in the Unova Pokédex. It is a Fire Type, and it is known as the Fire Pig Pokémon."
terrakion,./gifs/clear/terrakion.gif,./gifs/blacked/terrakion.gif,"Terrakion is the 145th Pokemon in the Unova Pokédex. It is a Rock/Fighting Type, and it is known as the Cavern Pokémon."
thievul,./gifs/clear/thievul.gif,./gifs/blacked/thievul.gif,"Thievul is the 30th Pokémon in the Galar Pokédex. It is a Dark-type, and is known as the Fox Pokémon."
throh,./gifs/clear/throh.gif,./gifs/blacked/throh.gif,"Throh is the 44th Pokémon in the Unova Pokédex. He is a Fighting Type, and is known as the Judo Pokémon."
thundurus-therian,./gifs/clear/thundurus-therian.gif,./gifs/blacked/thundurus-therian.gif,"Thundurus (Therian) is a legendary Electric & Flying Pokémon.  This is an alternate forme of Thundurus that is the 148th Pokémon of the Unova region."
thundurus,./gifs/clear/thundurus.gif,./gifs/blacked/thundurus.gif,"Thundurus is the 148th Pokemon in the Unova Pokédex. He is an Electric/Flying Type, and is known as the Bolt Strike Pokémon."
thwackey,./gifs/clear/thwackey.gif,./gifs/blacked/thwackey.gif,"Thwackey is the 2nd Pokémon in the Galar Pokédex. It is a Grass-type, and is known as the Beat Pokémon."
timburr,./gifs/clear/timburr.gif,./gifs/blacked/timburr.gif,"Timburr is the 38th Pokémon in the Unova Pokédex. It is a Fighting Type, and it is known as the Muscular Pokémon."
tirtouga,./gifs/clear/tirtouga.gif,./gifs/blacked/tirtouga.gif,"Tirtouga is the 70th Pokémon in the Unova Pokédex. It is a Water/Rock Type, and it is known as the Prototurtle Pokémon."
togedemaru,./gifs/clear/togedemaru.gif,./gifs/blacked/togedemaru.gif,"Togedemaru is the 225th Pokémon in the Alola Pokédex. It is an Electric/Steel type, and is known as the Roly-Poly Pokémon."
togekiss,./gifs/clear/togekiss.gif,./gifs/blacked/togekiss.gif,"Togekiss is the 175th Pokémon in the Sinnoh Pokédex. It is a Fairy/Flying-Type, formerly Normal/Flying-Type, and is known as the Jubilee Pokémon."
togepi,./gifs/clear/togepi.gif,./gifs/blacked/togepi.gif,"Togepi is the 46th Pokémon in the Johto Pokédex. It is a Fairy-Type, formerly Normal-Type, and is known as the Spike Ball Pokémon."
togetic,./gifs/clear/togetic.gif,./gifs/blacked/togetic.gif,"Togetic is the 47th Pokémon in the Johto Pokédex. It is a Fairy/Flying-Type, formerly Normal/Flying-Type, and is known as the Happiness Pokémon."
torchic,./gifs/clear/torchic.gif,./gifs/blacked/torchic.gif,"Torchic is the fourth Pokémon in the Hoenn Pokédex. It is a Fire Type, and is known as the Chick Pokémon."
torkoal,./gifs/clear/torkoal.gif,./gifs/blacked/torkoal.gif,"Torkoal is the 105th Pokémon in the Hoenn Pokédex. It is a Fire-Type, and it is known as the Coal Pokémon."
tornadus-therian,./gifs/clear/tornadus-therian.gif,./gifs/blacked/tornadus-therian.gif,"Tornadus (Therian) is a legendary Flying Pokémon. This is an alternate forme of Tornadus that is the 147th Pokémon of the Unova region."
tornadus,./gifs/clear/tornadus.gif,./gifs/blacked/tornadus.gif,"Tornadus is the 147th Pokémon in the Unova Pokédex. He is a Flying-Type, and is known as the Cyclone Pokémon."
torracat,./gifs/clear/torracat.gif,./gifs/blacked/torracat.gif,"Torracat is the 5th Pokémon in the Alola Pokédex. It is a Fire type, and is known as the Fire Cat Pokémon."
torterra,./gifs/clear/torterra.gif,./gifs/blacked/torterra.gif,"Torterra is the third Pokémon in the Sinnoh Pokédex. It is a Grass/Ground Type, and it is known as the Continent Pokémon."
totodile,./gifs/clear/totodile.gif,./gifs/blacked/totodile.gif,"Totodile, the Big Jaw Pokémon, is the fourth Pokémon in the Johto Pokédex. It is a Water Type."
toucannon,./gifs/clear/toucannon.gif,./gifs/blacked/toucannon.gif,"Toucannon is the 12th Pokémon in the Alola Pokédex. It is a Normal/Flying type, and is known as the Cannon Pokémon."
toxapex,./gifs/clear/toxapex.gif,./gifs/blacked/toxapex.gif,"Toxapex is the 114th Pokémon in the Alola Pokédex. It is a Poison/Water type, and is known as the Brutal Star Pokémon."
toxel,./gifs/clear/toxel.gif,./gifs/blacked/toxel.gif,"Toxel is the 311th Pokémon in the Galar Pokédex. It is a Electric/Poison-type, and is known as the Baby Pokémon."
