name,pokedex_num,clear_path,blacked_path,tier,generation,de,fr,jp,ko,zh,en,es,it,hi,shiny_path
spectrier,897.0,./gifs/clear/spectrier.gif,./gifs/blacked/spectrier.gif,0.0,other,phantoross,spectreval,レイスポス,레이스포스,靈幽馬,spectrier,spectrier,spectrier,spectrier,./gifs/shiny/spectrier.gif
spewpa,665.0,./gifs/clear/spewpa.gif,./gifs/blacked/spewpa.gif,0.0,kalos,puponcho,pérégrain,コフーライ,분떠도리,粉蝶蛹,spewpa,spewpa,spewpa,spewpa,./gifs/shiny/spewpa.gif
spheal,363.0,./gifs/clear/spheal.gif,./gifs/blacked/spheal.gif,0.0,hoenn,seemops,obalie,タマザラシ,대굴레오,海豹球,spheal,spheal,spheal,spheal,./gifs/shiny/spheal.gif
spinarak,167.0,./gifs/clear/spinarak.gif,./gifs/blacked/spinarak.gif,0.0,johto,webarak,mimigal,イトマル,페이검,圓絲蛛,spinarak,spinarak,spinarak,spinarak,./gifs/shiny/spinarak.gif
spinda,327.0,./gifs/clear/spinda.gif,./gifs/blacked/spinda.gif,0.0,hoenn,pandir,spinda,パッチール,얼루기,晃晃斑,spinda,spinda,spinda,spinda,./gifs/shiny/spinda.gif
spiritomb,442.0,./gifs/clear/spiritomb.gif,./gifs/blacked/spiritomb.gif,0.0,other,kryppuk,spiritomb,ミカルゲ,화강돌,花岩怪,spiritomb,spiritomb,spiritomb,spiritomb,./gifs/shiny/spiritomb.gif
spoink,325.0,./gifs/clear/spoink.gif,./gifs/blacked/spoink.gif,0.0,hoenn,spoink,spoink,バネブー,피그점프,跳跳豬,spoink,spoink,spoink,spoink,./gifs/shiny/spoink.gif
spritzee,682.0,./gifs/clear/spritzee.gif,./gifs/blacked/spritzee.gif,0.0,kalos,parfi,fluvetin,シュシュプ,슈쁘,粉香香,spritzee,spritzee,spritzee,spritzee,./gifs/shiny/spritzee.gif
squirtle,7.0,./gifs/clear/squirtle.gif,./gifs/blacked/squirtle.gif,0.0,kanto,schiggy,carapuce,ゼニガメ,꼬부기,傑尼龜,squirtle,squirtle,squirtle,squirtle,./gifs/shiny/squirtle.gif
stakataka,805.0,./gifs/clear/stakataka.gif,./gifs/blacked/stakataka.gif,0.0,alola,muramura,ama-ama,ツンデツンデ,차곡차곡,壘磊石,stakataka,stakataka,stakataka,stakataka,./gifs/shiny/stakataka.gif
stantler,234.0,./gifs/clear/stantler.gif,./gifs/blacked/stantler.gif,0.0,johto,damhirplex,cerfrousse,オドシシ,노라키,驚角鹿,stantler,stantler,stantler,stantler,./gifs/shiny/stantler.gif
staraptor,398.0,./gifs/clear/staraptor.gif,./gifs/blacked/staraptor.gif,0.0,other,staraptor,étouraptor,ムクホーク,찌르호크,姆克鷹,staraptor,staraptor,staraptor,staraptor,./gifs/shiny/staraptor.gif
staravia,397.0,./gifs/clear/staravia.gif,./gifs/blacked/staravia.gif,0.0,other,staravia,étourvol,ムクバード,찌르버드,姆克鳥,staravia,staravia,staravia,staravia,./gifs/shiny/staravia.gif
starly,396.0,./gifs/clear/starly.gif,./gifs/blacked/starly.gif,0.0,other,staralili,étourmi,ムックル,찌르꼬,姆克兒,starly,starly,starly,starly,./gifs/shiny/starly.gif
starmie,121.0,./gifs/clear/starmie.gif,./gifs/blacked/starmie.gif,0.0,kanto,starmie,staross,スターミー,아쿠스타,寶石海星,starmie,starmie,starmie,starmie,./gifs/shiny/starmie.gif
staryu,120.0,./gifs/clear/staryu.gif,./gifs/blacked/staryu.gif,0.0,kanto,sterndu,stari,ヒトデマン,별가사리,海星星,staryu,staryu,staryu,staryu,./gifs/shiny/staryu.gif
steelix-mega,,./gifs/clear/steelix-mega.gif,./gifs/blacked/steelix-mega.gif,0.0,mega,steelix mega,steelix mega,steelix mega,steelix mega,steelix mega,steelix mega,steelix mega,steelix mega,steelix mega,./gifs/shiny/steelix-mega.gif
steelix,208.0,./gifs/clear/steelix.gif,./gifs/blacked/steelix.gif,0.0,johto,stahlos,steelix,ハガネール,강철톤,大鋼蛇,steelix,steelix,steelix,steelix,./gifs/shiny/steelix.gif
steenee,762.0,./gifs/clear/steenee.gif,./gifs/blacked/steenee.gif,0.0,alola,frubaila,candine,アママイコ,달무리나,甜舞妮,steenee,steenee,steenee,steenee,./gifs/shiny/steenee.gif
stonjourner,874.0,./gifs/clear/stonjourner.gif,./gifs/blacked/stonjourner.gif,0.0,other,humanolith,dolman,イシヘンジン,돌헨진,巨石丁,stonjourner,stonjourner,stonjourner,stonjourner,./gifs/shiny/stonjourner.gif
stoutland,508.0,./gifs/clear/stoutland.gif,./gifs/blacked/stoutland.gif,0.0,unova,bissbark,mastouffe,ムーランド,바랜드,長毛狗,stoutland,stoutland,stoutland,stoutland,./gifs/shiny/stoutland.gif
stufful,759.0,./gifs/clear/stufful.gif,./gifs/blacked/stufful.gif,0.0,alola,velursi,nounourson,ヌイコグマ,포곰곰,童偶熊,stufful,stufful,stufful,stufful,./gifs/shiny/stufful.gif
stunfisk-galar,,./gifs/clear/stunfisk-galar.gif,./gifs/blacked/stunfisk-galar.gif,0.0,galar,stunfisk galar,stunfisk galar,stunfisk galar,stunfisk galar,stunfisk galar,stunfisk galar,stunfisk galar,stunfisk galar,stunfisk galar,./gifs/shiny/stunfisk-galar.gif
stunfisk,618.0,./gifs/clear/stunfisk.gif,./gifs/blacked/stunfisk.gif,0.0,unova,flunschlik,limonde,マッギョ,메더,泥巴魚,stunfisk,stunfisk,stunfisk,stunfisk,./gifs/shiny/stunfisk.gif
stunky,434.0,./gifs/clear/stunky.gif,./gifs/blacked/stunky.gif,0.0,other,skunkapuh,moufouette,スカンプー,스컹뿡,臭鼬噗,stunky,stunky,stunky,stunky,./gifs/shiny/stunky.gif
sudowoodo,185.0,./gifs/clear/sudowoodo.gif,./gifs/blacked/sudowoodo.gif,0.0,johto,mogelbaum,simularbre,ウソッキー,꼬지모,樹才怪,sudowoodo,sudowoodo,sudowoodo,sudowoodo,./gifs/shiny/sudowoodo.gif
suicune,245.0,./gifs/clear/suicune.gif,./gifs/blacked/suicune.gif,0.0,johto,suicune,suicune,スイクン,스이쿤,水君,suicune,suicune,suicune,suicune,./gifs/shiny/suicune.gif
sunflora,192.0,./gifs/clear/sunflora.gif,./gifs/blacked/sunflora.gif,0.0,johto,sonnflora,héliatronc,キマワリ,해루미,向日花怪,sunflora,sunflora,sunflora,sunflora,./gifs/shiny/sunflora.gif
sunkern,191.0,./gifs/clear/sunkern.gif,./gifs/blacked/sunkern.gif,0.0,johto,sonnkern,tournegrin,ヒマナッツ,해너츠,向日種子,sunkern,sunkern,sunkern,sunkern,./gifs/shiny/sunkern.gif
sunny-castform,,./gifs/clear/castform-sunny.gif,./gifs/blacked/castform-sunny.gif,,other,sunny castform,sunny castform,sunny castform,sunny castform,sunny castform,sunny castform,sunny castform,sunny castform,sunny castform,./gifs/shiny/castform-sunny.gif
surskit,283.0,./gifs/clear/surskit.gif,./gifs/blacked/surskit.gif,0.0,hoenn,gehweiher,arakdo,アメタマ,비구술,溜溜糖球,surskit,surskit,surskit,surskit,./gifs/shiny/surskit.gif
swablu,333.0,./gifs/clear/swablu.gif,./gifs/blacked/swablu.gif,0.0,hoenn,wablu,tylton,チルット,파비코,青綿鳥,swablu,swablu,swablu,swablu,./gifs/shiny/swablu.gif
swadloon,541.0,./gifs/clear/swadloon.gif,./gifs/blacked/swadloon.gif,0.0,unova,folikon,couverdure,クルマユ,두르쿤,寶包繭,swadloon,swadloon,swadloon,swadloon,./gifs/shiny/swadloon.gif
swalot,317.0,./gifs/clear/swalot.gif,./gifs/blacked/swalot.gif,0.0,hoenn,schlukwech,avaltout,マルノーム,꿀꺽몬,吞食獸,swalot,swalot,swalot,swalot,./gifs/shiny/swalot.gif
swampert-mega,,./gifs/clear/swampert-mega.gif,./gifs/blacked/swampert-mega.gif,0.0,mega,swampert mega,swampert mega,swampert mega,swampert mega,swampert mega,swampert mega,swampert mega,swampert mega,swampert mega,./gifs/shiny/swampert-mega.gif
swampert,260.0,./gifs/clear/swampert.gif,./gifs/blacked/swampert.gif,0.0,hoenn,sumpex,laggron,ラグラージ,대짱이,巨沼怪,swampert,swampert,swampert,swampert,./gifs/shiny/swampert.gif
swanna,581.0,./gifs/clear/swanna.gif,./gifs/blacked/swanna.gif,0.0,unova,swaroness,lakmécygne,スワンナ,스완나,舞天鵝,swanna,swanna,swanna,swanna,./gifs/shiny/swanna.gif
swellow,277.0,./gifs/clear/swellow.gif,./gifs/blacked/swellow.gif,0.0,hoenn,schwalboss,hélédelle,オオスバメ,스왈로,大王燕,swellow,swellow,swellow,swellow,./gifs/shiny/swellow.gif
swinub,220.0,./gifs/clear/swinub.gif,./gifs/blacked/swinub.gif,0.0,johto,quiekel,marcacrin,ウリムー,꾸꾸리,小山豬,swinub,swinub,swinub,swinub,./gifs/shiny/swinub.gif
swirlix,684.0,./gifs/clear/swirlix.gif,./gifs/blacked/swirlix.gif,0.0,kalos,flauschling,sucroquin,ペロッパフ,나룸퍼프,綿綿泡芙,swirlix,swirlix,swirlix,swirlix,./gifs/shiny/swirlix.gif
swoobat,528.0,./gifs/clear/swoobat.gif,./gifs/blacked/swoobat.gif,0.0,unova,fletiamo,rhinolove,ココロモリ,맘박쥐,心蝙蝠,swoobat,swoobat,swoobat,swoobat,./gifs/shiny/swoobat.gif
sylveon,700.0,./gifs/clear/sylveon.gif,./gifs/blacked/sylveon.gif,0.0,kalos,feelinara,nymphali,ニンフィア,님피아,仙子伊布,sylveon,sylveon,sylveon,sylveon,./gifs/shiny/sylveon.gif
taillow,276.0,./gifs/clear/taillow.gif,./gifs/blacked/taillow.gif,0.0,hoenn,schwalbini,nirondelle,スバメ,테일로,傲骨燕,taillow,taillow,taillow,taillow,./gifs/shiny/taillow.gif
talonflame,663.0,./gifs/clear/talonflame.gif,./gifs/blacked/talonflame.gif,0.0,kalos,fiaro,flambusard,ファイアロー,파이어로,烈箭鷹,talonflame,talonflame,talonflame,talonflame,./gifs/shiny/talonflame.gif
tangela,114.0,./gifs/clear/tangela.gif,./gifs/blacked/tangela.gif,0.0,kanto,tangela,saquedeneu,モンジャラ,덩쿠리,蔓藤怪,tangela,tangela,tangela,tangela,./gifs/shiny/tangela.gif
tangrowth,465.0,./gifs/clear/tangrowth.gif,./gifs/blacked/tangrowth.gif,0.0,other,tangoloss,bouldeneu,モジャンボ,덩쿠림보,巨蔓藤,tangrowth,tangrowth,tangrowth,tangrowth,./gifs/shiny/tangrowth.gif
tapu-bulu,787.0,./gifs/clear/tapu-bulu.gif,./gifs/blacked/tapu-bulu.gif,0.0,alola,kapu-toro,tokotoro,カプ・ブルル,카푸브루루,卡璞・哞哞,tapu bulu,tapu bulu,tapu bulu,tapu bulu,./gifs/shiny/tapu-bulu.gif
tapu-fini,788.0,./gifs/clear/tapu-fini.gif,./gifs/blacked/tapu-fini.gif,0.0,alola,kapu-kime,tokopisco,カプ・レヒレ,카푸느지느,卡璞・鰭鰭,tapu fini,tapu fini,tapu fini,tapu fini,./gifs/shiny/tapu-fini.gif
tapu-koko,785.0,./gifs/clear/tapu-koko.gif,./gifs/blacked/tapu-koko.gif,0.0,alola,kapu-riki,tokorico,カプ・コケコ,카푸꼬꼬꼭,卡璞・鳴鳴,tapu koko,tapu koko,tapu koko,tapu koko,./gifs/shiny/tapu-koko.gif
tapu-lele,786.0,./gifs/clear/tapu-lele.gif,./gifs/blacked/tapu-lele.gif,0.0,alola,kapu-fala,tokopiyon,カプ・テテフ,카푸나비나,卡璞・蝶蝶,tapu lele,tapu lele,tapu lele,tapu lele,./gifs/shiny/tapu-lele.gif
tauros,128.0,./gifs/clear/tauros.gif,./gifs/blacked/tauros.gif,0.0,kanto,tauros,tauros,ケンタロス,켄타로스,肯泰羅,tauros,tauros,tauros,tauros,./gifs/shiny/tauros.gif
teddiursa,216.0,./gifs/clear/teddiursa.gif,./gifs/blacked/teddiursa.gif,0.0,johto,teddiursa,teddiursa,ヒメグマ,깜지곰,熊寶寶,teddiursa,teddiursa,teddiursa,teddiursa,./gifs/shiny/teddiursa.gif
tentacool,72.0,./gifs/clear/tentacool.gif,./gifs/blacked/tentacool.gif,0.0,kanto,tentacha,tentacool,メノクラゲ,왕눈해,瑪瑙水母,tentacool,tentacool,tentacool,tentacool,./gifs/shiny/tentacool.gif
tentacruel,73.0,./gifs/clear/tentacruel.gif,./gifs/blacked/tentacruel.gif,0.0,kanto,tentoxa,tentacruel,ドククラゲ,독파리,毒刺水母,tentacruel,tentacruel,tentacruel,tentacruel,./gifs/shiny/tentacruel.gif
tepig,498.0,./gifs/clear/tepig.gif,./gifs/blacked/tepig.gif,0.0,unova,floink,gruikui,ポカブ,뚜꾸리,暖暖豬,tepig,tepig,tepig,tepig,./gifs/shiny/tepig.gif
terrakion,639.0,./gifs/clear/terrakion.gif,./gifs/blacked/terrakion.gif,0.0,unova,terrakium,terrakium,テラキオン,테라키온,代拉基翁,terrakion,terrakion,terrakion,terrakion,./gifs/shiny/terrakion.gif
therian-landorus,,./gifs/clear/landorus-therian.gif,./gifs/blacked/landorus-therian.gif,,other,therian landorus,therian landorus,therian landorus,therian landorus,therian landorus,therian landorus,therian landorus,therian landorus,therian landorus,./gifs/shiny/landorus-therian.gif
therian-thundurus,,./gifs/clear/thundurus-therian.gif,./gifs/blacked/thundurus-therian.gif,,other,therian thundurus,therian thundurus,therian thundurus,therian thundurus,therian thundurus,therian thundurus,therian thundurus,therian thundurus,therian thundurus,./gifs/shiny/thundurus-therian.gif
therian-tornadus,,./gifs/clear/tornadus-therian.gif,./gifs/blacked/tornadus-therian.gif,,other,therian tornadus,therian tornadus,therian tornadus,therian tornadus,therian tornadus,therian tornadus,therian tornadus,therian tornadus,therian tornadus,./gifs/shiny/tornadus-therian.gif
thievul,828.0,./gifs/clear/thievul.gif,./gifs/blacked/thievul.gif,0.0,other,gaunux,roublenard,フォクスライ,폭슬라이,狐大盜,thievul,thievul,thievul,thievul,./gifs/shiny/thievul.gif
throh,538.0,./gifs/clear/throh.gif,./gifs/blacked/throh.gif,0.0,unova,jiutesto,judokrak,ナゲキ,던지미,投摔鬼,throh,throh,throh,throh,./gifs/shiny/throh.gif
thundurus,642.0,./gifs/clear/thundurus.gif,./gifs/blacked/thundurus.gif,0.0,unova,voltolos,fulguris,ボルトロス,볼트로스,雷電雲,thundurus,thundurus,thundurus,thundurus,./gifs/shiny/thundurus.gif
thwackey,811.0,./gifs/clear/thwackey.gif,./gifs/blacked/thwackey.gif,0.0,other,chimstix,badabouin,バチンキー,채키몽,啪咚猴,thwackey,thwackey,thwackey,thwackey,./gifs/shiny/thwackey.gif
timburr,532.0,./gifs/clear/timburr.gif,./gifs/blacked/timburr.gif,0.0,unova,praktibalk,charpenti,ドッコラー,으랏차,搬運小匠,timburr,timburr,timburr,timburr,./gifs/shiny/timburr.gif
tirtouga,564.0,./gifs/clear/tirtouga.gif,./gifs/blacked/tirtouga.gif,0.0,unova,galapaflos,carapagos,プロトーガ,프로토가,原蓋海龜,tirtouga,tirtouga,tirtouga,tirtouga,./gifs/shiny/tirtouga.gif
togedemaru,777.0,./gifs/clear/togedemaru.gif,./gifs/blacked/togedemaru.gif,0.0,alola,togedemaru,togedemaru,トゲデマル,토게데마루,托戈德瑪爾,togedemaru,togedemaru,togedemaru,togedemaru,./gifs/shiny/togedemaru.gif
togekiss,468.0,./gifs/clear/togekiss.gif,./gifs/blacked/togekiss.gif,0.0,other,togekiss,togekiss,トゲキッス,토게키스,波克基斯,togekiss,togekiss,togekiss,togekiss,./gifs/shiny/togekiss.gif
togepi,175.0,./gifs/clear/togepi.gif,./gifs/blacked/togepi.gif,0.0,johto,togepi,togepi,トゲピー,토게피,波克比,togepi,togepi,togepi,togepi,./gifs/shiny/togepi.gif
togetic,176.0,./gifs/clear/togetic.gif,./gifs/blacked/togetic.gif,0.0,johto,togetic,togetic,トゲチック,토게틱,波克基古,togetic,togetic,togetic,togetic,./gifs/shiny/togetic.gif
torchic,255.0,./gifs/clear/torchic.gif,./gifs/blacked/torchic.gif,0.0,hoenn,flemmli,poussifeu,アチャモ,아차모,火稚雞,torchic,torchic,torchic,torchic,./gifs/shiny/torchic.gif
torkoal,324.0,./gifs/clear/torkoal.gif,./gifs/blacked/torkoal.gif,0.0,hoenn,qurtel,chartor,コータス,코터스,煤炭龜,torkoal,torkoal,torkoal,torkoal,./gifs/shiny/torkoal.gif
tornadus,641.0,./gifs/clear/tornadus.gif,./gifs/blacked/tornadus.gif,0.0,unova,boreos,boréas,トルネロス,토네로스,龍捲雲,tornadus,tornadus,tornadus,tornadus,./gifs/shiny/tornadus.gif
torracat,726.0,./gifs/clear/torracat.gif,./gifs/blacked/torracat.gif,0.0,alola,miezunder,matoufeu,ニャヒート,냐오히트,炎熱喵,torracat,torracat,torracat,torracat,./gifs/shiny/torracat.gif
torterra,389.0,./gifs/clear/torterra.gif,./gifs/blacked/torterra.gif,0.0,other,chelterrar,torterra,ドダイトス,토대부기,土台龜,torterra,torterra,torterra,torterra,./gifs/shiny/torterra.gif
totodile,158.0,./gifs/clear/totodile.gif,./gifs/blacked/totodile.gif,0.0,johto,karnimani,kaiminus,ワニノコ,리아코,小鋸鱷,totodile,totodile,totodile,totodile,./gifs/shiny/totodile.gif
toucannon,733.0,./gifs/clear/toucannon.gif,./gifs/blacked/toucannon.gif,0.0,alola,tukanon,bazoucan,ドデカバシ,왕큰부리,銃嘴大鳥,toucannon,toucannon,toucannon,toucannon,./gifs/shiny/toucannon.gif
toxapex,748.0,./gifs/clear/toxapex.gif,./gifs/blacked/toxapex.gif,0.0,alola,aggrostella,prédastérie,ドヒドイデ,더시마사리,超壞星,toxapex,toxapex,toxapex,toxapex,./gifs/shiny/toxapex.gif
toxel,848.0,./gifs/clear/toxel.gif,./gifs/blacked/toxel.gif,0.0,other,toxel,toxizap,エレズン,일레즌,毒電嬰,toxel,toxel,toxel,toxel,./gifs/shiny/toxel.gif
toxicroak,454.0,./gifs/clear/toxicroak.gif,./gifs/blacked/toxicroak.gif,0.0,other,toxiquak,coatox,ドクロッグ,독개굴,毒骷蛙,toxicroak,toxicroak,toxicroak,toxicroak,./gifs/shiny/toxicroak.gif
toxtricity-gigantamax,,./gifs/clear/toxtricity-gigantamax.gif,./gifs/blacked/toxtricity-gigantamax.gif,0.0,gmax,toxtricity gigantamax,toxtricity gigantamax,toxtricity gigantamax,toxtricity gigantamax,toxtricity gigantamax,toxtricity gigantamax,toxtricity gigantamax,toxtricity gigantamax,toxtricity gigantamax,./gifs/shiny/toxtricity-gigantamax.gif
toxtricity-low-key-form,,./gifs/clear/toxtricity-low-key.gif,./gifs/blacked/toxtricity-low-key.gif,,other,toxtricity low key form,toxtricity low key form,toxtricity low key form,toxtricity low key form,toxtricity low key form,toxtricity low key form,toxtricity low key form,toxtricity low key form,toxtricity low key form,./gifs/shiny/toxtricity-low-key.gif
toxtricity,,./gifs/clear/toxtricity.gif,./gifs/blacked/toxtricity.gif,,other,riffex,salarsen,ストリンダー,스트린더,顫弦蠑螈,toxtricity,toxtricity,toxtricity,toxtricity,./gifs/shiny/toxtricity.gif
tranquill,520.0,./gifs/clear/tranquill.gif,./gifs/blacked/tranquill.gif,0.0,unova,navitaub,colombeau,ハトーボー,유토브,咕咕鴿,tranquill,tranquill,tranquill,tranquill,./gifs/shiny/tranquill.gif
trapinch,328.0,./gifs/clear/trapinch.gif,./gifs/blacked/trapinch.gif,0.0,hoenn,knacklion,kraknoix,ナックラー,톱치,大顎蟻,trapinch,trapinch,trapinch,trapinch,./gifs/shiny/trapinch.gif
treecko,252.0,./gifs/clear/treecko.gif,./gifs/blacked/treecko.gif,0.0,hoenn,geckarbor,arcko,キモリ,나무지기,木守宮,treecko,treecko,treecko,treecko,./gifs/shiny/treecko.gif
trevenant,709.0,./gifs/clear/trevenant.gif,./gifs/blacked/trevenant.gif,0.0,kalos,trombork,desséliande,オーロット,대로트,朽木妖,trevenant,trevenant,trevenant,trevenant,./gifs/shiny/trevenant.gif
tropius,357.0,./gifs/clear/tropius.gif,./gifs/blacked/tropius.gif,0.0,hoenn,tropius,tropius,トロピウス,트로피우스,熱帶龍,tropius,tropius,tropius,tropius,./gifs/shiny/tropius.gif
trubbish,568.0,./gifs/clear/trubbish.gif,./gifs/blacked/trubbish.gif,0.0,unova,unratütox,miamiasme,ヤブクロン,깨봉이,破破袋,trubbish,trubbish,trubbish,trubbish,./gifs/shiny/trubbish.gif
trumbeak,732.0,./gifs/clear/trumbeak.gif,./gifs/blacked/trumbeak.gif,0.0,alola,trompeck,piclairon,ケララッパ,크라파,喇叭啄鳥,trumbeak,trumbeak,trumbeak,trumbeak,./gifs/shiny/trumbeak.gif
tsareena,763.0,./gifs/clear/tsareena.gif,./gifs/blacked/tsareena.gif,0.0,alola,fruyal,sucreine,アマージョ,달코퀸,甜冷美后,tsareena,tsareena,tsareena,tsareena,./gifs/shiny/tsareena.gif
turtonator,776.0,./gifs/clear/turtonator.gif,./gifs/blacked/turtonator.gif,0.0,alola,tortunator,boumata,バクガメス,폭거북스,爆焰龜獸,turtonator,turtonator,turtonator,turtonator,./gifs/shiny/turtonator.gif
turtwig,387.0,./gifs/clear/turtwig.gif,./gifs/blacked/turtwig.gif,0.0,other,chelast,tortipouss,ナエトル,모부기,草苗龜,turtwig,turtwig,turtwig,turtwig,./gifs/shiny/turtwig.gif
tympole,535.0,./gifs/clear/tympole.gif,./gifs/blacked/tympole.gif,0.0,unova,schallquap,tritonde,オタマロ,동챙이,圓蝌蚪,tympole,tympole,tympole,tympole,./gifs/shiny/tympole.gif
tynamo,602.0,./gifs/clear/tynamo.gif,./gifs/blacked/tynamo.gif,0.0,unova,zapplardin,anchwatt,シビシラス,저리어,麻麻小魚,tynamo,tynamo,tynamo,tynamo,./gifs/shiny/tynamo.gif
type:-null,,./gifs/clear/typenull.gif,./gifs/blacked/typenull.gif,,other,type:null,type:null,type:null,type:null,type:null,type:null,type:null,type:null,type:null,./gifs/shiny/typenull.gif
typhlosion,157.0,./gifs/clear/typhlosion.gif,./gifs/blacked/typhlosion.gif,0.0,johto,tornupto,typhlosion,バクフーン,블레이범,火爆獸,typhlosion,typhlosion,typhlosion,typhlosion,./gifs/shiny/typhlosion.gif
tyranitar-mega,,./gifs/clear/tyranitar-mega.gif,./gifs/blacked/tyranitar-mega.gif,0.0,mega,tyranitar mega,tyranitar mega,tyranitar mega,tyranitar mega,tyranitar mega,tyranitar mega,tyranitar mega,tyranitar mega,tyranitar mega,./gifs/shiny/tyranitar-mega.gif
tyranitar,248.0,./gifs/clear/tyranitar.gif,./gifs/blacked/tyranitar.gif,0.0,johto,despotar,tyranocif,バンギラス,마기라스,班基拉斯,tyranitar,tyranitar,tyranitar,tyranitar,./gifs/shiny/tyranitar.gif
tyrantrum,697.0,./gifs/clear/tyrantrum.gif,./gifs/blacked/tyrantrum.gif,0.0,kalos,monargoras,rexillius,ガチゴラス,견고라스,怪顎龍,tyrantrum,tyrantrum,tyrantrum,tyrantrum,./gifs/shiny/tyrantrum.gif
tyrogue,236.0,./gifs/clear/tyrogue.gif,./gifs/blacked/tyrogue.gif,0.0,johto,rabauz,debugant,バルキー,배루키,無畏小子,tyrogue,tyrogue,tyrogue,tyrogue,./gifs/shiny/tyrogue.gif
tyrunt,696.0,./gifs/clear/tyrunt.gif,./gifs/blacked/tyrunt.gif,0.0,kalos,balgoras,ptyranidur,チゴラス,티고라스,寶寶暴龍,tyrunt,tyrunt,tyrunt,tyrunt,./gifs/shiny/tyrunt.gif
umbreon,197.0,./gifs/clear/umbreon.gif,./gifs/blacked/umbreon.gif,0.0,johto,nachtara,noctali,ブラッキー,블래키,月亮伊布,umbreon,umbreon,umbreon,umbreon,./gifs/shiny/umbreon.gif
unfezant,521.0,./gifs/clear/unfezant.gif,./gifs/blacked/unfezant.gif,0.0,unova,fasasnob,déflaisan,ケンホロウ,켄호로우,高傲雉雞,unfezant,unfezant,unfezant,unfezant,./gifs/shiny/unfezant.gif
unown,201.0,./gifs/clear/unown.gif,./gifs/blacked/unown.gif,0.0,johto,icognito,zarbi,アンノーン,안농,未知圖騰,unown,unown,unown,unown,./gifs/shiny/unown.gif
ursaring,217.0,./gifs/clear/ursaring.gif,./gifs/blacked/ursaring.gif,0.0,johto,ursaring,ursaring,リングマ,링곰,圈圈熊,ursaring,ursaring,ursaring,ursaring,./gifs/shiny/ursaring.gif
urshifu-gigantamax,,./gifs/clear/urshifu-gigantamax.gif,./gifs/blacked/urshifu-gigantamax.gif,,gmax,urshifu gigantamax,urshifu gigantamax,urshifu gigantamax,urshifu gigantamax,urshifu gigantamax,urshifu gigantamax,urshifu gigantamax,urshifu gigantamax,urshifu gigantamax,./gifs/shiny/urshifu-gigantamax.gif
urshifu-single-strike-style-gigantamax,,./gifs/clear/urshifu-rapid-strike-gigantamax.gif,./gifs/blacked/urshifu-rapid-strike-gigantamax.gif,,gmax,urshifu single strike style gigantamax,urshifu single strike style gigantamax,urshifu single strike style gigantamax,urshifu single strike style gigantamax,urshifu single strike style gigantamax,urshifu single strike style gigantamax,urshifu single strike style gigantamax,urshifu single strike style gigantamax,urshifu single strike style gigantamax,./gifs/shiny/urshifu-rapid-strike-gigantamax.gif
urshifu-rapid-strike-style,,./gifs/clear/urshifu-rapid-strike.gif,./gifs/blacked/urshifu-rapid-strike.gif,,other,urshifu rapid strike style,urshifu rapid strike style,urshifu rapid strike style,urshifu rapid strike style,urshifu rapid strike style,urshifu rapid strike style,urshifu rapid strike style,urshifu rapid strike style,urshifu rapid strike style,./gifs/shiny/urshifu-rapid-strike.gif
uxie,480.0,./gifs/clear/uxie.gif,./gifs/blacked/uxie.gif,0.0,other,selfe,créhelf,ユクシー,유크시,由克希,uxie,uxie,uxie,uxie,./gifs/shiny/uxie.gif
vanillish,583.0,./gifs/clear/vanillish.gif,./gifs/blacked/vanillish.gif,0.0,unova,gelatroppo,sorboul,バニリッチ,바닐리치,多多冰,vanillish,vanillish,vanillish,vanillish,./gifs/shiny/vanillish.gif
vanillite,582.0,./gifs/clear/vanillite.gif,./gifs/blacked/vanillite.gif,0.0,unova,gelatini,sorbébé,バニプッチ,바닐프티,迷你冰,vanillite,vanillite,vanillite,vanillite,./gifs/shiny/vanillite.gif
vanilluxe,584.0,./gifs/clear/vanilluxe.gif,./gifs/blacked/vanilluxe.gif,0.0,unova,gelatwino,sorbouboul,バイバニラ,배바닐라,雙倍多多冰,vanilluxe,vanilluxe,vanilluxe,vanilluxe,./gifs/shiny/vanilluxe.gif
vaporeon,134.0,./gifs/clear/vaporeon.gif,./gifs/blacked/vaporeon.gif,0.0,kanto,aquana,aquali,シャワーズ,샤미드,水伊布,vaporeon,vaporeon,vaporeon,vaporeon,./gifs/shiny/vaporeon.gif
venipede,543.0,./gifs/clear/venipede.gif,./gifs/blacked/venipede.gif,0.0,unova,toxiped,venipatte,フシデ,마디네,百足蜈蚣,venipede,venipede,venipede,venipede,./gifs/shiny/venipede.gif
venomoth,49.0,./gifs/clear/venomoth.gif,./gifs/blacked/venomoth.gif,0.0,kanto,omot,aéromite,モルフォン,도나리,摩魯蛾,venomoth,venomoth,venomoth,venomoth,./gifs/shiny/venomoth.gif
venonat,48.0,./gifs/clear/venonat.gif,./gifs/blacked/venonat.gif,0.0,kanto,bluzuk,mimitoss,コンパン,콘팡,毛球,venonat,venonat,venonat,venonat,./gifs/shiny/venonat.gif
